번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
532	버스정류장 (07-188)	삼환아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.405283	127.126817	2022-10-30
533	버스정류장 (07-189)	야탑2동행정복지센터.차병원	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.409983	127.1267	2022-10-30
534	버스정류장 (07-190)	동국대한방병원.수내고교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 수내3동	스마트도시과	031-729-8522	37.36665	127.126933	2022-10-30
535	버스정류장 (07-192)	샛별마을.우방아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.373	127.127467	2022-10-30
536	버스정류장 (07-193)	삼환진덕아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 야탑2동	스마트도시과	031-729-8522	37.405533	127.12735	2022-10-30
537	버스정류장 (07-195)	야탑역.종합버스터미널(전면)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.4121	127.128967	2022-10-30
538	버스정류장 (07-196)	송림고교.이매촌성지아파트.청구아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.393033	127.128017	2022-10-30
539	버스정류장 (07-197)	이매역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.396717	127.128033	2022-10-30
540	버스정류장 (07-198)	성남아트센터.태원고교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.40165	127.128133	2022-10-30
541	버스정류장 (07-199)	돌마고교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.39335	127.128583	2022-10-30
542	버스정류장 (07-201)	야탑역.종합버스터미널(전면)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.411417	127.1285	2022-10-30
543	버스정류장 (07-202)	성남아트센터.태원고교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 이매1동	스마트도시과	031-729-8522	37.401467	127.128717	2022-10-30
544	버스정류장 (07-203)	야탑역.종합버스터미널(후면)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.4117	127.128967	2022-10-30
545	버스정류장 (07-204)	분당동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.369967	127.1295	2022-10-30
546	버스정류장 (07-205)	새마을연수원입구	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.384267	127.129617	2022-10-30
547	버스정류장 (07-206)	돌마초교.야탑역.야탑1동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.409967	127.13005	2022-10-30
548	버스정류장 (07-207)	돌마초교.야탑역.야탑1동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑2동	스마트도시과	031-729-8522	37.409717	127.13025	2022-10-30
549	버스정류장 (07-208)	장미마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.413717	127.130283	2022-10-30
550	버스정류장 (07-211)	장미마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.41395	127.130533	2022-10-30
551	버스정류장 (07-214)	야탑중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.41705	127.131717	2022-10-30
552	운중공원	운중공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 운중동 953	스마트도시과	031-729-8523	37.390731	127.071698	2022-10-30
553	운중동 주민센터	운중동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 운중로138번길 10	경기도 성남시 중원구 도촌동 648	분당구 행정지원과	031-729-7072	37.390544	127.077768	2022-10-30
554	양현교	양현교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 이매동 130	스마트도시과	031-729-8523	37.390544	127.12197	2022-10-30
555	운중도서관	"지하1층 매점, 1층 문헌정보실"	경기도	성남시	지역문화시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 분당구 판교원로81번길 9	경기도 성남시 중원구 도촌동 664	LGU+	031-1544-8585	37.389944	127.075116	2022-10-30
556	누엣길 어린이공원	누엣길 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 이매동 125	스마트도시과	031-729-8523	37.389853	127.125642	2022-10-30
557	판교동 주민센터	판교동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 서판교로32번길 9		분당구 행정지원과	031-729-7072	37.389838	127.098599	2022-10-30
558	백현동 주민센터	백현동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12		경기도 성남시 분당구 백현동 557	분당구 행정지원과	031-729-7072	37.388506	127.110857	2022-10-30
559	판교어린이도서관	판교어린이도서관 실내	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 판교역로 75		중앙도서관	031-729-8642	37.387396	127.108025	2022-10-30
560	낙생 어린이공원	낙생 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 수정구 양지동 62	스마트도시과	031-729-8523	37.386914	127.100247	2022-10-30
561	낙생대공원	정산주차장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 판교역로 75		스마트도시과	031-729-8523	37.386757	127.103652	2022-10-30
562	물방울 어린이공원	물방울 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 백현동 606	스마트도시과	031-729-8523	37.386726	127.115986	2022-10-30
563	백현동 카페거리	"백현중학교 정문인근, 공원근처 등"	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 판교역로 14번길 20	경기도 성남시 수정구 양지동 1017-1	스마트도시과	031-729-8523	37.385331	127.111264	2022-10-30
564	수내동 물놀이장	물놀이장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 황새울로 287		스마트도시과	031-729-8523	37.38426	127.116976	2022-10-30
565	황새울공원	황새울공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08	경기도 성남시 분당구 황새울로 287		스마트도시과	031-729-8523	37.383973	127.118903	2022-10-30
566	분당구청	분당구청 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 분당로 50		분당구 행정지원과	031-729-7072	37.382955	127.119275	2022-10-30
567	서현1동 주민센터	서현1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 중앙공원로39번길 35		분당구 행정지원과	031-729-7072	37.382814	127.12608	2022-10-30
568	걷고싶은거리	분당구청 앞쪽	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 분당로 50		스마트도시과	031-729-8523	37.382314	127.119613	2022-10-30
569	율동공원	율동공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 율동 318	스마트도시과	031-729-8523	37.382005	127.150734	2022-10-30
570	율동생태학습원	"1층(사무실, 출입문)"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 문정로 145		KT	031-1588-9010	37.380798	127.152164	2022-10-30
571	현대근린상가	"입실론수학학원, 중화루, 위너태권도, 경희한의원, 원미술, 예피아노"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 분당구 중앙공원로40번길 8		LGU+	031-1544-8585	37.379469	127.130263	2022-10-30
572	율동공원	"북쪽 잔디광장, 만남의 광장, 책테마파크 등"	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 새마을로 177번길 7-7	경기도 성남시 수정구 산성동 509	스마트도시과	031-729-8523	37.378393	127.148171	2022-10-30
573	서현2동 주민센터	서현2동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 돌마로476번길 17		분당구 행정지원과	031-729-7072	37.37601	127.13457	2022-10-30
574	금호시장	"지하1층 반찬가게, 1층(옷가게, 부동산), 2층(논술학원, 주류할인점, 중국집, 미술학원)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 내정로165번길 38		KT	031-1588-9010	37.375998	127.116681	2022-10-30
575	수내1동 주민센터	수내1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 분당구 내정로173번길 21		분당구 행정지원과	031-729-7072	37.375439	127.118087	2022-10-30
576	백궁교	백궁교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 100-3	스마트도시과	031-729-8523	37.375361	127.109265	2022-10-30
577	초림 어린이공원	초림 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 수내동 31	스마트도시과	031-729-8523	37.375355	127.117601	2022-10-30
578	서당 어린이공원	서당 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 서현동 302-1	스마트도시과	031-729-8523	37.375279	127.134522	2022-10-30
579	양지 어린이공원	양지 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 분당동 101	스마트도시과	031-729-8523	37.375162	127.143894	2022-10-30
580	중앙공원	"분당구청 잔디광장 맞은편 입구, 관리사무소 광장등 다수"	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 성남대로 550		스마트도시과	031-729-8523	37.37498	127.124862	2022-10-30
581	궁내교	궁내교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 100-3	스마트도시과	031-729-8523	37.373649	127.109277	2022-10-30
582	코끼리시장	"지하1층(서점, 33 점포, 주차장 출입구), 1층(38, 83, 93 점포, 화장실)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 분당구 내정로166번길 7-6		KT	031-1588-9010	37.373057	127.120217	2022-10-30
583	버스정류장 (07-216)	샛별마을동성아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.371133	127.132	2022-10-30
584	버스정류장 (07-217)	장미마을.현대아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.413717	127.132367	2022-10-30
585	버스정류장 (07-218)	동아우성아파트.효자촌.시범단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.377383	127.133	2022-10-30
586	버스정류장 (07-219)	효자촌	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.3774	127.133517	2022-10-30
587	버스정류장 (07-222)	장미마을8단지.현대아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.416167	127.133717	2022-10-30
588	버스정류장 (07-225)	서현중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.380933	127.134117	2022-10-30
589	버스정류장 (07-228)	서현중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.38125	127.134283	2022-10-30
590	버스정류장 (07-234)	탑마을주공8단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑2동	스마트도시과	031-729-8522	37.4095	127.135417	2022-10-30
591	버스정류장 (07-235)	매화마을2단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.413217	127.136517	2022-10-30
592	버스정류장 (07-236)	매화마을2단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.413467	127.136683	2022-10-30
593	버스정류장 (07-242)	대진고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.369833	127.137683	2022-10-30
594	버스정류장 (07-243)	대진고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.37005	127.137583	2022-10-30
595	버스정류장 (07-246)	등기소	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.373717	127.138217	2022-10-30
596	버스정류장 (07-247)	목련마을1단지.하탑중학교.중탑동사거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.409367	127.138383	2022-10-30
597	버스정류장 (07-249)	동신빌라.하탑중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.409617	127.13835	2022-10-30
598	버스정류장 (07-250)	임광아파트정문.효자촌입구.분당중앙교회	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.37725	127.1388	2022-10-30
599	버스정류장 (07-252)	성남금융고.중탑초교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.413517	127.138917	2022-10-30
600	버스정류장 (07-253)	장안건영아파트.양영디지털고	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.37145	127.139917	2022-10-30
601	버스정류장 (07-254)	장안타운.건영아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.371517	127.1397	2022-10-30
602	버스정류장 (07-169)	서현역.AK플라자 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.384205	127.12415	2022-10-30
603	버스정류장 (07-257)	건영빌라	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.409283	127.14	2022-10-30
604	버스정류장 (07-258)	분당서현청소년수련관.양영디지털고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.372367	127.140467	2022-10-30
605	버스정류장 (07-259)	매화마을주공3단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.414433	127.140833	2022-10-30
606	버스정류장 (07-262)	양영디지털고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 서현2동	스마트도시과	031-729-8522	37.372733	127.141317	2022-10-30
607	버스정류장 (07-263)	건영아파트후문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.36855	127.141533	2022-10-30
608	버스정류장 (07-264)	매화마을주공3단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.4145	127.14155	2022-10-30
609	버스정류장 (07-267)	성남세관.고령친화체험관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.40815	127.1424	2022-10-30
610	버스정류장 (07-269)	성남세관.고령친화체험관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.408417	127.1424	2022-10-30
611	버스정류장 (07-273)	장안타운입구.한신빌라	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.374433	127.143717	2022-10-30
612	버스정류장 (07-274)	장안타운입구.한신빌라	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.37405	127.14385	2022-10-30
613	버스정류장 (07-275)	공원마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.374067	127.144967	2022-10-30
614	버스정류장 (07-278)	상탑초등학교.성남시한마음복지관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.407467	127.1449	2022-10-30
615	미래타운제1종합시장	"1002호, 1004호, 1009호, 1016호, 1083호, 1089호, 1024호, 1029호, 1097호"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 불정로386번길 10		KT	031-1588-9010	37.37296	127.137834	2022-10-30
616	정자청소년수련관	"지하1층 춤꾼, 1층 의무실, 2층 마음의 방, 3층(도서관, 컨텐츠아카데미, 헬스장), 4층(공연장, 영상편집실), 5층 체육관"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 분당구 성남대로407번길 12		KT	031-1588-9010	37.372768	127.10628	2022-10-30
617	정자1동 주민센터	정자1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 정자일로 145	경기도 성남시 중원구 금광동 2687	분당구 행정지원과	031-729-7072	37.37269	127.106433	2022-10-30
618	수내2동 주민센터	수내2동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 내정로166번길 17		분당구 행정지원과	031-729-7072	37.372367	127.120825	2022-10-30
619	당골공원	중간 입구 근처	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 불정로 312		스마트도시과	031-729-8523	37.372331	127.129661	2022-10-30
620	서현청소년수련관	"지하1층 기계실, 1층 카페, 2층 휴게실, 3층 계단, 4층 계단"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2014-01	경기도 성남시 분당구 불정로386번길 38	경기도 성남시 중원구 금광동 2483	KT	031-1588-9010	37.372208	127.139854	2022-10-30
621	정자 반려견	반려견장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 황새울로 124		스마트도시과	031-729-8523	37.372094	127.109314	2022-10-30
622	미래타운제2종합시장	"1층(105호, 118호, 126호), 2층(세이프로드, EPS, 교회)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 불정로376번길 31		KT	031-1588-9010	37.372075	127.138823	2022-10-30
623	내정 어린이공원	내정 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 수내동 62	스마트도시과	031-729-8523	37.372061	127.121512	2022-10-30
624	돌고래시장	"지하1층(51, 43, 101, 150-1 점포), 1층(113점포, 계단, 화장실)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 분당구 내정로174번길 42		KT	031-1588-9010	37.371199	127.122479	2022-10-30
625	능골공원 물놀이장	능골공원 물놀이장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 103	스마트도시과	031-729-8523	37.370774	127.116994	2022-10-30
626	동신종합시장	지1층~6층	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 분당구 돌마로 361		LGU+	031-1544-8585	37.370675	127.122829	2022-10-30
627	능골공원	능골공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 정자동 103	스마트도시과	031-729-8523	37.370137	127.116364	2022-10-30
628	분당동 주민센터	분당동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 불정로 312		분당구 행정지원과	031-729-7072	37.370101	127.130995	2022-10-30
629	현대프라자시장	"지하1층(휘트니스, 관리사무소 로비), 2층 로비, 3층 로비, 4층 로비, 5층 로비(2대)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 돌마로 364		KT	031-1588-9010	37.369958	127.123671	2022-10-30
630	성남아트센터	"오페라하우스 203,204호 출입구 앞 로비, 오페라하우스 지하1층 제1전시실 앞 복도, 콘서트 홀 지하1층 연습실9 앞 복도, 콘서트홀 2층 203, 204 출입구 앞 복도 각 1개씩"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2021-01	경기도 성남시 야탑동 757	경기도 성남시 분당구 삼평동 614	KT	031-1588-9010	37.4029296	127.1290722	2022-10-30
631	성남시 판교도서관	"지하1층 시청각실, 어린이열람실, 1층 어린이열람실, 2층 문헌정보실1,2, 3층 제1열람실 1,2,3, 3층 노트북전용열람실1,2, 3층 제2열람실 1,2,3,4,5 각 1대"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 판교동 553		KT	031-1588-9010	37.3920068	127.0881081	2022-10-30
632	성남판교어린이도서관	"1층 로비, 유아열람실, 노트북실, 제1열람실1,2, 1층성인열람실 1,2, 2층 화장실 앞, 2층 아동열람실, 2층 전자정보실, 2층 제2열람실1,2,  3층 로봇관, 휴게실, 시청각실1,2"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 백현동 523		KT	031-1588-9010	37.3873108	127.10577	2022-10-30
633	시흥동 주민자치센터	2층 헬스장 내 컴퓨터실 앞	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 시흥동 17-8		KT	031-1588-9010	37.4220312	127.1057445	2022-10-30
634	신흥1동 작은도서관	"1층 유아실, 2층 아동실"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 신흥1동 5055	경기도 성남시 분당구 삼평동 620	KT	031-1588-9010	37.4416654	127.1378716	2022-10-30
635	신흥3동 주민자치센터	3층 에어로빅실 앞 로비	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 신흥3동 2819		KT	031-1588-9010	37.4434994	127.1466417	2022-10-30
636	양지동 주민자치센터	"1층 작은도서관, 2층 로비, 3층 입구, 4층 다목적실"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 양지동 870		KT	031-1588-9010	37.4548615	127.1587939	2022-10-30
637	영생관리사업소	"하늘누리제1추모관 현관 앞 계단 옥외 1대, 주차장 기지국 전신주 옥외 1대, 하늘누리제1추모관 현관 앞 복도 옥내 1대"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 갈현동 112		KT	031-1588-9010	37.4184981	127.1807331	2022-10-30
638	위례동 행정복지센터	"1층 로비, 2층 접수실/해바라기실/아람누리실/그린나래실, 3층 대강당 각 1대"	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 위례순환로 125		KT	031-1588-9010	37.4738101	127.1405557	2022-10-30
639	은행골 어울터	"1층 현관, 주민쉽터 각 1대"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2021-01	경기도 성남시 은행동 2474	경기도 성남시 분당구 삼평동 677	KT	031-1588-9010	37.4576587	127.1635683	2022-10-30
640	태평2동 주민자치센터	2층 컴퓨터실 우측	경기도	성남시	관공서	KT	Public WiFi Free	2021-01	경기도 성남시 태평2동 3307-2		KT	031-1588-9010	37.4471185	127.1364266	2022-10-30
641	성남시립 양지테니스장	1층 사무실	경기도	성남시	편의시설	KT	Public WiFi Free	2021-01	경기도 성남시 양지동 986		KT	031-1588-9010	37.463416	127.1607102	2022-10-30
642	탄천변제1체육공원	관리사무소	경기도	성남시	편의시설	KT	Public WiFi Free	2021-01	경기도 성남시 여수동 7-12	경기도 성남시 분당구 판교동 532	KT	031-1588-9010	37.4259282	127.1179144	2022-10-30
643	황송테니스장	1층 사무실	경기도	성남시	편의시설	KT	Public WiFi Free	2021-01	경기도 성남시 금광동 2449-1		KT	031-1588-9010	37.4447574	127.1698618	2022-10-30
644	버스정류장 (07-279)	장안중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.371583	127.145883	2022-10-30
645	버스정류장 (07-281)	율동공원	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.372833	127.146867	2022-10-30
646	버스정류장 (07-284)	건영빌라.분당요한성당.장안중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.37105	127.1478	2022-10-30
647	버스정류장 (07-287)	대원빌라	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.4066	127.147933	2022-10-30
648	버스정류장 (07-288)	분당요한성당	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 분당동	스마트도시과	031-729-8522	37.36945	127.148	2022-10-30
649	버스정류장 (07-290)	테크노파크.아파트동	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 야탑3동	스마트도시과	031-729-8522	37.40475	127.151433	2022-10-30
